L1	L2	species	specimen	oligoID	nSpeciesPerOligo
Clostridium cluster XIVa	Bryantella formatexigens et rel.	uncultured bacterium M629	uncultured bacterium M629	HIT 4311	1
Clostridium cluster XIVa	Bryantella formatexigens et rel.	uncultured bacterium M629	uncultured bacterium M629	HIT 4313	1
Clostridium cluster XIVa	Bryantella formatexigens et rel.	uncultured bacterium M629	uncultured bacterium M629	HIT 4314	1
Clostridium cluster XIVa	Bryantella formatexigens et rel.	uncultured bacterium M963	uncultured bacterium M963	HIT 4263	2
Clostridium cluster XIVa	Bryantella formatexigens et rel.	uncultured bacterium M963	uncultured bacterium M963	HIT 4283	2
Clostridium cluster XIVa	Bryantella formatexigens et rel.	uncultured bacterium M963	uncultured bacterium M963	HIT 4441	1
Clostridium cluster XIVa	Bryantella formatexigens et rel.	uncultured bacterium M963	uncultured bacterium M963	HIT 4442	1
Clostridium cluster XIVa	Bryantella formatexigens et rel.	uncultured bacterium M963	uncultured bacterium M963	HIT 4444	1
Clostridium cluster XIVa	Bryantella formatexigens et rel.	uncultured bacterium M963	uncultured bacterium M963	HIT 4446	2
Clostridium cluster XIVa	Bryantella formatexigens et rel.	uncultured bacterium M977	uncultured bacterium M977	HIT 2016	7
Clostridium cluster XIVa	Bryantella formatexigens et rel.	uncultured bacterium M977	uncultured bacterium M977	HIT 4484	1
Clostridium cluster XIVa	Bryantella formatexigens et rel.	uncultured bacterium M977	uncultured bacterium M977	HIT 4485	1
Clostridium cluster XIVa	Bryantella formatexigens et rel.	uncultured bacterium M977	uncultured bacterium M977	HIT 4486	1
Clostridium cluster XIVa	Bryantella formatexigens et rel.	uncultured bacterium M977	uncultured bacterium M977	HIT 4487	1
Clostridium cluster XIVa	Bryantella formatexigens et rel.	uncultured bacterium M977	uncultured bacterium M977	HIT 4488	7
Clostridium cluster XIVa	Bryantella formatexigens et rel.	uncultured bacterium ME57	uncultured bacterium cadhufec56c10	HIT 2351	4
Clostridium cluster XIVa	Bryantella formatexigens et rel.	uncultured bacterium ME57	uncultured bacterium cadhufec56c10	HIT 4300	2
Clostridium cluster XIVa	Bryantella formatexigens et rel.	uncultured bacterium ME57	uncultured bacterium cadhufec56c10	HIT 4302	2
Clostridium cluster XIVa	Bryantella formatexigens et rel.	uncultured bacterium ME57	uncultured bacterium ME57	HIT 2351	4
Clostridium cluster XIVa	Bryantella formatexigens et rel.	uncultured bacterium ME57	uncultured bacterium ME57	HIT 3463	2
Clostridium cluster XIVa	Bryantella formatexigens et rel.	uncultured bacterium ME57	uncultured bacterium ME57	HIT 3464	2
Clostridium cluster XIVa	Bryantella formatexigens et rel.	uncultured bacterium ME57	uncultured bacterium ME57	HIT 3465	2
Clostridium cluster XIVa	Bryantella formatexigens et rel.	uncultured bacterium ME57	uncultured bacterium ME57	HIT 4298	3
Clostridium cluster XIVa	Bryantella formatexigens et rel.	uncultured bacterium ME57	uncultured bacterium ME57	HIT 4299	2
Clostridium cluster XIVa	Bryantella formatexigens et rel.	uncultured bacterium ME57	uncultured bacterium ME57	HIT 4300	2
Clostridium cluster XIVa	Bryantella formatexigens et rel.	uncultured bacterium ME57	uncultured bacterium ME57	HIT 4302	2
Clostridium cluster XIVa	Bryantella formatexigens et rel.	uncultured bacterium ME57	uncultured bacterium ME57	HIT 4304	3
Clostridium cluster XIVa	Bryantella formatexigens et rel.	uncultured bacterium MF29	uncultured bacterium MF29	HIT 1824	10
Clostridium cluster XIVa	Bryantella formatexigens et rel.	uncultured bacterium MF29	uncultured bacterium MF29	HIT 4242	10
Clostridium cluster XIVa	Bryantella formatexigens et rel.	uncultured bacterium MF29	uncultured bacterium MF29	HIT 4282	2
Clostridium cluster XIVa	Bryantella formatexigens et rel.	uncultured bacterium MF29	uncultured bacterium MF29	HIT 4298	3
Clostridium cluster XIVa	Bryantella formatexigens et rel.	uncultured bacterium MF29	uncultured bacterium MF29	HIT 4303	1
Clostridium cluster XIVa	Bryantella formatexigens et rel.	uncultured bacterium MF29	uncultured bacterium MF29	HIT 4304	3
Clostridium cluster XIVa	Bryantella formatexigens et rel.	uncultured bacterium MF29	uncultured bacterium MF29	HIT 4305	1
Clostridium cluster XIVa	Bryantella formatexigens et rel.	uncultured bacterium MF29	uncultured bacterium MF29	HIT 4307	1
Clostridium cluster XIVa	Bryantella formatexigens et rel.	uncultured bacterium P315	uncultured bacterium P315	HIT 4446	2
Clostridium cluster XIVa	Bryantella formatexigens et rel.	uncultured bacterium P315	uncultured bacterium P315	HIT 4447	1
Clostridium cluster XIVa	Bryantella formatexigens et rel.	uncultured bacterium P315	uncultured bacterium P315	HIT 4448	1
Clostridium cluster XIVa	Bryantella formatexigens et rel.	uncultured bacterium P315	uncultured bacterium P315	HIT 4449	1
Clostridium cluster XIVa	Bryantella formatexigens et rel.	uncultured bacterium P315	uncultured bacterium P315	HIT 4450	1
Clostridium cluster XIVa	Bryantella formatexigens et rel.	uncultured bacterium P315	uncultured bacterium P315	HIT 4451	3
Clostridium cluster XIVa	Bryantella formatexigens et rel.	Uncultured bacterium UC7-3	uncultured bacterium KT85	HIT 3979	2
Clostridium cluster XIVa	Bryantella formatexigens et rel.	Uncultured bacterium UC7-3	uncultured bacterium KT85	HIT 3980	2
Clostridium cluster XIVa	Bryantella formatexigens et rel.	Uncultured bacterium UC7-3	uncultured bacterium KT85	HIT 3981	2
Clostridium cluster XIVa	Bryantella formatexigens et rel.	Uncultured bacterium UC7-3	uncultured bacterium KT85	HIT 4451	3
Clostridium cluster XIVa	Bryantella formatexigens et rel.	Uncultured bacterium UC7-3	uncultured bacterium KT85	HIT 4454	2
Clostridium cluster XIVa	Bryantella formatexigens et rel.	Uncultured bacterium UC7-3	uncultured bacterium KT85	HIT 4455	2
Clostridium cluster XIVa	Bryantella formatexigens et rel.	Uncultured bacterium UC7-3	uncultured bacterium KT85	HIT 4456	2
Clostridium cluster XIVa	Bryantella formatexigens et rel.	Uncultured bacterium UC7-3	uncultured bacterium KT85	HIT 4458	2
Clostridium cluster XIVa	Bryantella formatexigens et rel.	Uncultured bacterium UC7-3	Uncultured bacterium UC7-3	HIT 3979	2
Clostridium cluster XIVa	Bryantella formatexigens et rel.	Uncultured bacterium UC7-3	Uncultured bacterium UC7-3	HIT 3980	2
Clostridium cluster XIVa	Bryantella formatexigens et rel.	Uncultured bacterium UC7-3	Uncultured bacterium UC7-3	HIT 3981	2
Clostridium cluster XIVa	Bryantella formatexigens et rel.	Uncultured bacterium UC7-3	Uncultured bacterium UC7-3	HIT 3982	1
Clostridium cluster XIVa	Bryantella formatexigens et rel.	Uncultured bacterium UC7-3	Uncultured bacterium UC7-3	HIT 3983	1
Clostridium cluster XIVa	Bryantella formatexigens et rel.	Uncultured bacterium UC7-3	Uncultured bacterium UC7-3	HIT 3984	1
Clostridium cluster XIVa	Bryantella formatexigens et rel.	Uncultured bacterium UC7-3	Uncultured bacterium UC7-3	HIT 4454	2
Clostridium cluster XIVa	Bryantella formatexigens et rel.	Uncultured bacterium UC7-3	Uncultured bacterium UC7-3	HIT 4455	2
Clostridium cluster XIVa	Bryantella formatexigens et rel.	Uncultured bacterium UC7-50	uncultured bacterium F333	HIT 4029	1
Clostridium cluster XIVa	Bryantella formatexigens et rel.	Uncultured bacterium UC7-50	uncultured bacterium F333	HIT 4030	1
Clostridium cluster XIVa	Bryantella formatexigens et rel.	Uncultured bacterium UC7-50	uncultured bacterium F333	HIT 4031	2
Clostridium cluster XIVa	Bryantella formatexigens et rel.	Uncultured bacterium UC7-50	uncultured bacterium F333	HIT 4032	1
Clostridium cluster XIVa	Bryantella formatexigens et rel.	Uncultured bacterium UC7-50	uncultured bacterium F333	HIT 4459	1
Clostridium cluster XIVa	Bryantella formatexigens et rel.	Uncultured bacterium UC7-50	uncultured bacterium F333	HIT 4460	1
Clostridium cluster XIVa	Bryantella formatexigens et rel.	Uncultured bacterium UC7-50	uncultured bacterium F333	HIT 4461	1
Clostridium cluster XIVa	Bryantella formatexigens et rel.	Uncultured bacterium UC7-50	uncultured bacterium F333	HIT 4464	1
Clostridium cluster XIVa	Bryantella formatexigens et rel.	Uncultured bacterium UC7-50	Uncultured bacterium UC7-50	HIT 4027	1
Clostridium cluster XIVa	Bryantella formatexigens et rel.	Uncultured bacterium UC7-50	Uncultured bacterium UC7-50	HIT 4028	1
Clostridium cluster XIVa	Bryantella formatexigens et rel.	Uncultured bacterium UC7-50	Uncultured bacterium UC7-50	HIT 4029	1
Clostridium cluster XIVa	Bryantella formatexigens et rel.	Uncultured bacterium UC7-50	Uncultured bacterium UC7-50	HIT 4030	1
Clostridium cluster XIVa	Bryantella formatexigens et rel.	Uncultured bacterium UC7-50	Uncultured bacterium UC7-50	HIT 4031	2
Clostridium cluster XIVa	Bryantella formatexigens et rel.	Uncultured bacterium UC7-50	Uncultured bacterium UC7-50	HIT 4032	1
Clostridium cluster XIVa	Bryantella formatexigens et rel.	Uncultured bacterium UC7-50	Uncultured bacterium UC7-50	HIT 4461	1
Clostridium cluster XIVa	Bryantella formatexigens et rel.	Uncultured bacterium UC7-50	Uncultured bacterium UC7-50	HIT 4464	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Butyrivibrio crossotus	bacterium adhufec363	HIT 1394	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Butyrivibrio crossotus	bacterium adhufec363	HIT 1395	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Butyrivibrio crossotus	bacterium adhufec363	HIT 1397	2
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Butyrivibrio crossotus	bacterium adhufec363	HIT 1398	2
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Butyrivibrio crossotus	Butyrivibrio crossotus	HIT 1394	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Butyrivibrio crossotus	Butyrivibrio crossotus	HIT 1395	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Butyrivibrio crossotus	Butyrivibrio crossotus	HIT 1397	2
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Butyrivibrio crossotus	Butyrivibrio crossotus	HIT 1398	2
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Eubacterium ramulus	bacterium adhufec310	HIT 1710	6
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Eubacterium ramulus	bacterium adhufec310	HIT 2119	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Eubacterium ramulus	bacterium adhufec310	HIT 2120	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Eubacterium ramulus	bacterium adhufec310	HIT 2121	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Eubacterium ramulus	bacterium adhufec310	HIT 2122	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Eubacterium ramulus	bacterium adhufec310	HIT 2123	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Eubacterium ramulus	bacterium adhufec310	HIT 2124	13
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Eubacterium ramulus	bacterium adhufec310	HIT 2820	13
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Eubacterium ramulus	bacterium adhufec310	HIT 668	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Eubacterium ramulus	bacterium adhufec310	HIT 669	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Eubacterium ramulus	Eubacterium ramulus	HIT 1710	6
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Eubacterium ramulus	Eubacterium ramulus	HIT 2119	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Eubacterium ramulus	Eubacterium ramulus	HIT 2120	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Eubacterium ramulus	Eubacterium ramulus	HIT 2121	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Eubacterium ramulus	Eubacterium ramulus	HIT 2122	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Eubacterium ramulus	Eubacterium ramulus	HIT 2123	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Eubacterium ramulus	Eubacterium ramulus	HIT 2124	13
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Eubacterium ramulus	Eubacterium ramulus	HIT 2820	13
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Eubacterium ramulus	Eubacterium ramulus	HIT 668	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Eubacterium ramulus	Eubacterium ramulus	HIT 669	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Eubacterium ramulus	Eubacterium ramulus	HIT 670	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Eubacterium ramulus	Uncultured bacterium clone Eldhufec162	HIT 1710	6
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Eubacterium ramulus	Uncultured bacterium clone Eldhufec162	HIT 2123	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Eubacterium ramulus	Uncultured bacterium clone Eldhufec162	HIT 2124	13
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Eubacterium ramulus	Uncultured bacterium clone Eldhufec162	HIT 2820	13
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Eubacterium ramulus	Uncultured bacterium clone Eldhufec162	HIT 670	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Eubacterium ramulus	uncultured bacterium HuAC45	HIT 2119	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Eubacterium ramulus	uncultured bacterium HuAC45	HIT 2120	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Eubacterium ramulus	uncultured bacterium HuAC45	HIT 2121	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Eubacterium ramulus	uncultured bacterium HuAC45	HIT 668	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Eubacterium ramulus	uncultured bacterium HuAC45	HIT 669	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Eubacterium ramulus	uncultured bacterium HuCA29	HIT 1710	6
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Eubacterium ramulus	uncultured bacterium HuCA29	HIT 2119	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Eubacterium ramulus	uncultured bacterium HuCA29	HIT 2120	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Eubacterium ramulus	uncultured bacterium HuCA29	HIT 2121	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Eubacterium ramulus	uncultured bacterium HuCA29	HIT 2123	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Eubacterium ramulus	uncultured bacterium HuCA29	HIT 2124	13
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Eubacterium ramulus	uncultured bacterium HuCA29	HIT 2820	13
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Eubacterium ramulus	uncultured bacterium HuCA29	HIT 668	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Eubacterium ramulus	uncultured bacterium HuCA29	HIT 669	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Eubacterium ramulus	uncultured bacterium HuCA29	HIT 670	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium ABLCf20	uncultured bacterium ABLCf20	HIT 1849	2
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium ABLCf20	uncultured bacterium ABLCf20	HIT 1850	2
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium ABLCf20	uncultured bacterium ABLCf20	HIT 1851	2
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium ABLCf20	uncultured bacterium ABLCf20	HIT 1852	4
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium ABLCf20	uncultured bacterium ABLCf20	HIT 1853	2
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium ABLCf20	uncultured bacterium ABLCf20	HIT 1854	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium ABLCf20	uncultured bacterium ABLCf20	HIT 4467	2
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium ABLCf20	uncultured bacterium ABLCf20	HIT 4469	2
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium adhufec43.25	uncultured bacterium adhufec43.25	HIT 2204	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium adhufec43.25	uncultured bacterium adhufec43.25	HIT 2205	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Uncultured bacterium clone Eldhufec138	Uncultured bacterium clone Eldhufec138	HIT 1852	4
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Uncultured bacterium clone Eldhufec138	Uncultured bacterium clone Eldhufec138	HIT 2190	2
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Uncultured bacterium clone Eldhufec138	Uncultured bacterium clone Eldhufec138	HIT 2873	2
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Uncultured bacterium clone Eldhufec138	Uncultured bacterium clone Eldhufec138	HIT 6761	2
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Uncultured bacterium clone Eldhufec147	Uncultured bacterium clone Eldhufec147	HIT 2124	13
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Uncultured bacterium clone Eldhufec147	Uncultured bacterium clone Eldhufec147	HIT 2446	14
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Uncultured bacterium clone Eldhufec147	Uncultured bacterium clone Eldhufec147	HIT 2820	13
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Uncultured bacterium clone Eldhufec147	Uncultured bacterium clone Eldhufec147	HIT 4212	7
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Uncultured bacterium clone Eldhufec147	Uncultured bacterium clone Eldhufec147	HIT 4518	7
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Uncultured bacterium clone Eldhufec155	Uncultured bacterium clone Eldhufec155	HIT 2446	14
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Uncultured bacterium clone Eldhufec155	Uncultured bacterium clone Eldhufec155	HIT 6749	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Uncultured bacterium clone Eldhufec167	Uncultured bacterium clone Eldhufec167	HIT 1397	2
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Uncultured bacterium clone Eldhufec167	Uncultured bacterium clone Eldhufec167	HIT 1398	2
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	Uncultured bacterium clone Eldhufec244	Uncultured bacterium clone Eldhufec244	HIT 3794	5
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D373	uncultured bacterium D373	HIT 2124	13
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D373	uncultured bacterium D373	HIT 2296	12
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D373	uncultured bacterium D373	HIT 2446	14
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D373	uncultured bacterium D373	HIT 2820	13
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D373	uncultured bacterium D373	HIT 3709	3
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D373	uncultured bacterium D373	HIT 3710	3
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D373	uncultured bacterium D373	HIT 3711	2
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D373	uncultured bacterium D373	HIT 4212	7
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D373	uncultured bacterium D373	HIT 4514	3
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D373	uncultured bacterium D373	HIT 4515	2
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D373	uncultured bacterium D373	HIT 4517	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D373	uncultured bacterium D373	HIT 4518	7
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D680	Uncultured bacterium clone Eldhufec142	HIT 2124	13
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D680	Uncultured bacterium clone Eldhufec142	HIT 2296	12
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D680	Uncultured bacterium clone Eldhufec142	HIT 2446	14
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D680	Uncultured bacterium clone Eldhufec142	HIT 2820	13
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D680	Uncultured bacterium clone Eldhufec142	HIT 4212	7
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D680	Uncultured bacterium clone Eldhufec142	HIT 4518	7
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D680	Uncultured bacterium clone Eldhufec142	HIT 4523	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D680	uncultured bacterium D680	HIT 2296	12
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D680	uncultured bacterium D680	HIT 2446	14
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D680	uncultured bacterium D680	HIT 3709	3
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D680	uncultured bacterium D680	HIT 3710	3
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D680	uncultured bacterium D680	HIT 4514	3
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D680	uncultured bacterium D680	HIT 4521	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D680	uncultured bacterium D680	HIT 4523	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D680	uncultured bacterium D680	HIT 4524	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D692	butyrate-producing bacterium T2-145	HIT 1852	4
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D692	butyrate-producing bacterium T2-145	HIT 1853	2
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D692	butyrate-producing bacterium T2-145	HIT 4469	2
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D692	butyrate-producing bacterium T2-145	HIT 4470	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D692	uncultured bacterium adhufec49.25	HIT 1849	2
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D692	uncultured bacterium adhufec49.25	HIT 1850	2
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D692	uncultured bacterium adhufec49.25	HIT 1851	2
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D692	uncultured bacterium adhufec49.25	HIT 4467	2
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D692	uncultured bacterium D692	HIT 1851	2
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D692	uncultured bacterium D692	HIT 1852	4
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D692	uncultured bacterium D692	HIT 1853	2
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D692	uncultured bacterium D692	HIT 4465	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D692	uncultured bacterium D692	HIT 4466	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D692	uncultured bacterium D692	HIT 4467	2
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D692	uncultured bacterium D692	HIT 4469	2
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D692	uncultured bacterium D692	HIT 4470	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D726	uncultured bacterium D726	HIT 2189	2
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D726	uncultured bacterium D726	HIT 4471	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D726	uncultured bacterium D726	HIT 4472	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D726	uncultured bacterium D726	HIT 4473	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D726	uncultured bacterium D726	HIT 4474	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D726	uncultured bacterium D726	HIT 4475	2
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D726	uncultured bacterium D726	HIT 4476	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D738	uncultured bacterium D738	HIT 2124	13
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D738	uncultured bacterium D738	HIT 2296	12
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D738	uncultured bacterium D738	HIT 2446	14
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D738	uncultured bacterium D738	HIT 2820	13
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D738	uncultured bacterium D738	HIT 3409	3
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D738	uncultured bacterium D738	HIT 3410	3
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D738	uncultured bacterium D738	HIT 3411	3
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D738	uncultured bacterium D738	HIT 4212	7
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D738	uncultured bacterium D738	HIT 4478	3
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D738	uncultured bacterium D738	HIT 4479	3
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D738	uncultured bacterium D738	HIT 4518	7
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium D738	uncultured bacterium D738	HIT 4529	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium HuCB40	bacterium adhufec406	HIT 1852	4
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium HuCB40	bacterium adhufec406	HIT 2185	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium HuCB40	bacterium adhufec406	HIT 2186	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium HuCB40	bacterium adhufec406	HIT 2187	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium HuCB40	bacterium adhufec406	HIT 2189	2
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium HuCB40	bacterium adhufec406	HIT 2190	2
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium HuCB40	bacterium adhufec406	HIT 4475	2
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium HuCB40	Uncultured bacterium clone Eldhufec168	HIT 1852	4
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium HuCB40	Uncultured bacterium clone Eldhufec168	HIT 2190	2
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium HuCB40	Uncultured bacterium clone Eldhufec168	HIT 2873	2
