L1	L2	species	specimen	oligoID
Clostridium cluster IV	Oscillospira guillermondii et rel.	uncultured bacterium OLDB-B7	uncultured bacterium OLDB-B7	HIT 3757
Clostridium cluster IV	Oscillospira guillermondii et rel.	uncultured bacterium OLDB-B7	uncultured bacterium OLDB-B7	HIT 3758
Clostridium cluster IV	Oscillospira guillermondii et rel.	uncultured bacterium OLDB-B7	uncultured bacterium OLDB-B7	HIT 3759
Clostridium cluster IV	Oscillospira guillermondii et rel.	uncultured bacterium OLDB-B7	uncultured bacterium OLDB-B7	HIT 5246
Clostridium cluster IV	Oscillospira guillermondii et rel.	uncultured bacterium V239	uncultured bacterium V239	HIT 1750
Clostridium cluster IV	Oscillospira guillermondii et rel.	uncultured bacterium V239	uncultured bacterium V239	HIT 1752
Clostridium cluster IV	Oscillospira guillermondii et rel.	uncultured bacterium V239	uncultured bacterium V239	HIT 5202
Clostridium cluster IV	Oscillospira guillermondii et rel.	uncultured bacterium V239	uncultured bacterium V239	HIT 5209
Clostridium cluster IV	Oscillospira guillermondii et rel.	uncultured bacterium V239	uncultured bacterium V239	HIT 5210
Clostridium cluster IV	Oscillospira guillermondii et rel.	uncultured bacterium V239	uncultured bacterium V239	HIT 5211
Clostridium cluster IV	Oscillospira guillermondii et rel.	uncultured bacterium V239	uncultured bacterium V239	HIT 5244
Clostridium cluster IV	Oscillospira guillermondii et rel.	uncultured human gut bacterium JW1C11	uncultured human gut bacterium JW1C11	HIT 3013
Clostridium cluster IV	Oscillospira guillermondii et rel.	uncultured human gut bacterium JW1C11	uncultured human gut bacterium JW1C11	HIT 3014
Clostridium cluster IV	Oscillospira guillermondii et rel.	uncultured human gut bacterium JW1C11	uncultured human gut bacterium JW1C11	HIT 3015
Clostridium cluster IV	Oscillospira guillermondii et rel.	uncultured human gut bacterium JW2D11	uncultured human gut bacterium JW2D11	HIT 3121
Clostridium cluster IV	Oscillospira guillermondii et rel.	uncultured human gut bacterium JW2D11	uncultured human gut bacterium JW2D11	HIT 3122
Clostridium cluster IV	Oscillospira guillermondii et rel.	uncultured human gut bacterium JW2D11	uncultured human gut bacterium JW2D11	HIT 3123
Clostridium cluster IV	Oscillospira guillermondii et rel.	uncultured human gut bacterium JW2D11	uncultured human gut bacterium JW2D11	HIT 3704
Clostridium cluster IV	Oscillospira guillermondii et rel.	uncultured human gut bacterium JW2D11	uncultured human gut bacterium JW2D11	HIT 5204
Clostridium cluster IV	Oscillospira guillermondii et rel.	uncultured human gut bacterium JW2D11	uncultured human gut bacterium JW2D11	HIT 5205
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	bacterium adhufec296	bacterium adhufec296	HIT 1758
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	bacterium adhufec296	bacterium adhufec296	HIT 2016
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	bacterium adhufec296	bacterium adhufec296	HIT 2101
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	bacterium adhufec296	bacterium adhufec296	HIT 2102
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	bacterium adhufec296	bacterium adhufec296	HIT 2103
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	bacterium adhufec296	bacterium adhufec296	HIT 2104
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	bacterium adhufec296	bacterium adhufec296	HIT 2105
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	bacterium adhufec296	bacterium adhufec296	HIT 3625
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	bacterium adhufec296	bacterium adhufec296	HIT 4488
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	bacterium adhufec296	bacterium adhufec296	HIT 5384
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	bacterium adhufec296	bacterium adhufec296	HIT 718
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	bacterium adhufec296	Uncultured bacterium clone Eldhufec292	HIT 1758
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	bacterium adhufec296	Uncultured bacterium clone Eldhufec292	HIT 2016
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	bacterium adhufec296	Uncultured bacterium clone Eldhufec292	HIT 2104
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	bacterium adhufec296	Uncultured bacterium clone Eldhufec292	HIT 4488
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	bacterium adhufec296	Uncultured bacterium clone Eldhufec292	HIT 718
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	bacterium adhufec296	Uncultured bacterium UC7-20	HIT 1758
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	bacterium adhufec296	Uncultured bacterium UC7-20	HIT 2016
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	bacterium adhufec296	Uncultured bacterium UC7-20	HIT 2104
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	bacterium adhufec296	Uncultured bacterium UC7-20	HIT 2105
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	bacterium adhufec296	Uncultured bacterium UC7-20	HIT 3967
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	bacterium adhufec296	Uncultured bacterium UC7-20	HIT 3968
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	bacterium adhufec296	Uncultured bacterium UC7-20	HIT 3969
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	bacterium adhufec296	Uncultured bacterium UC7-20	HIT 4488
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	bacterium adhufec296	Uncultured bacterium UC7-20	HIT 718
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	butyrate-producing bacterium A2-207	butyrate-producing bacterium A2-207	HIT 1390
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	butyrate-producing bacterium A2-207	butyrate-producing bacterium A2-207	HIT 1966
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	butyrate-producing bacterium A2-207	butyrate-producing bacterium A2-207	HIT 2098
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	butyrate-producing bacterium A2-207	butyrate-producing bacterium A2-207	HIT 3481
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	butyrate-producing bacterium A2-207	butyrate-producing bacterium A2-207	HIT 3482
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	butyrate-producing bacterium A2-207	butyrate-producing bacterium A2-207	HIT 3483
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	butyrate-producing bacterium A2-207	butyrate-producing bacterium A2-207	HIT 490
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	butyrate-producing bacterium A2-207	butyrate-producing bacterium A2-207	HIT 5388
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	uncultured bacterium cadhufec32c10	uncultured bacterium cadhufec32c10	HIT 2100
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	uncultured bacterium cadhufec32c10	uncultured bacterium cadhufec32c10	HIT 2104
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	uncultured bacterium cadhufec32c10	uncultured bacterium cadhufec32c10	HIT 2507
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	uncultured bacterium cadhufec32c10	uncultured bacterium cadhufec32c10	HIT 4176
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	uncultured bacterium cadhufec32c10	uncultured bacterium cadhufec32c10	HIT 4332
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	uncultured bacterium cadhufec32c10	uncultured bacterium cadhufec32c10	HIT 492
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	uncultured bacterium cadhufec32c10	uncultured bacterium cadhufec32c10	HIT 718
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	Uncultured bacterium clone Eldhufec258	Uncultured bacterium clone Eldhufec258	HIT 5537
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	Uncultured bacterium clone Eldhufec258	Uncultured bacterium clone Eldhufec258	HIT 5538
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	uncultured bacterium ZO15	uncultured bacterium ZO15	HIT 1390
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	uncultured bacterium ZO15	uncultured bacterium ZO15	HIT 1966
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	uncultured bacterium ZO15	uncultured bacterium ZO15	HIT 2098
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	uncultured bacterium ZO15	uncultured bacterium ZO15	HIT 490
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	uncultured bacterium ZO15	uncultured bacterium ZO15	HIT 5383
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	uncultured bacterium ZO15	uncultured bacterium ZO15	HIT 5384
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	uncultured bacterium ZO15	uncultured bacterium ZO15	HIT 5385
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	uncultured bacterium ZO15	uncultured bacterium ZO15	HIT 5387
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	uncultured bacterium ZO15	uncultured bacterium ZO15	HIT 5388
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	uncultured Gram-positive bacterium NB2C3	uncultured Gram-positive bacterium NB2C3	HIT 3481
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	uncultured Gram-positive bacterium NB5F9	uncultured Gram-positive bacterium NB5F9	HIT 3967
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	uncultured Gram-positive bacterium NB5F9	uncultured Gram-positive bacterium NB5F9	HIT 3968
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	uncultured Gram-positive bacterium NB5F9	uncultured Gram-positive bacterium NB5F9	HIT 3969
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	uncultured Gram-positive bacterium NO2-21	uncultured Gram-positive bacterium NO2-21	HIT 3481
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	uncultured Gram-positive bacterium NO2-21	uncultured Gram-positive bacterium NO2-21	HIT 3482
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	uncultured Gram-positive bacterium NO2-21	uncultured Gram-positive bacterium NO2-21	HIT 3483
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	uncultured Gram-positive bacterium NS2D7	uncultured Gram-positive bacterium NS2D7	HIT 3625
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	uncultured Gram-positive bacterium NS2D7	uncultured Gram-positive bacterium NS2D7	HIT 3626
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	uncultured Gram-positive bacterium NS2D7	uncultured Gram-positive bacterium NS2D7	HIT 3627
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	uncultured Gram-positive bacterium NS2H9	uncultured Gram-positive bacterium NS2E4	HIT 3481
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	uncultured Gram-positive bacterium NS2H9	uncultured Gram-positive bacterium NS2E4	HIT 3482
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	uncultured Gram-positive bacterium NS2H9	uncultured Gram-positive bacterium NS2E4	HIT 3483
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	uncultured Gram-positive bacterium NS2H9	uncultured Gram-positive bacterium NS2H9	HIT 3481
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	uncultured Gram-positive bacterium NS2H9	uncultured Gram-positive bacterium NS2H9	HIT 3482
Clostridium cluster IV	Papillibacter cinnamivorans et rel.	uncultured Gram-positive bacterium NS2H9	uncultured Gram-positive bacterium NS2H9	HIT 3483
Clostridium cluster IV	Ruminococcus bromii et rel.	Ruminococcus bromii	bacterium adhufec21	HIT 1990
Clostridium cluster IV	Ruminococcus bromii et rel.	Ruminococcus bromii	bacterium adhufec21	HIT 1992
Clostridium cluster IV	Ruminococcus bromii et rel.	Ruminococcus bromii	bacterium adhufec21	HIT 2665
Clostridium cluster IV	Ruminococcus bromii et rel.	Ruminococcus bromii	bacterium adhufec21	HIT 2666
Clostridium cluster IV	Ruminococcus bromii et rel.	Ruminococcus bromii	bacterium adhufec21	HIT 2667
Clostridium cluster IV	Ruminococcus bromii et rel.	Ruminococcus bromii	bacterium adhufec21	HIT 304
Clostridium cluster IV	Ruminococcus bromii et rel.	Ruminococcus bromii	bacterium adhufec21	HIT 4010
Clostridium cluster IV	Ruminococcus bromii et rel.	Ruminococcus bromii	bacterium adhufec21	HIT 5496
Clostridium cluster IV	Ruminococcus bromii et rel.	Ruminococcus bromii	bacterium adhufec21	HIT 5502
Clostridium cluster IV	Ruminococcus bromii et rel.	Ruminococcus bromii	Ruminococcus bromii	HIT 1990
Clostridium cluster IV	Ruminococcus bromii et rel.	Ruminococcus bromii	Ruminococcus bromii	HIT 1992
Clostridium cluster IV	Ruminococcus bromii et rel.	Ruminococcus bromii	Ruminococcus bromii	HIT 2665
Clostridium cluster IV	Ruminococcus bromii et rel.	Ruminococcus bromii	Ruminococcus bromii	HIT 2667
Clostridium cluster IV	Ruminococcus bromii et rel.	Ruminococcus bromii	Ruminococcus bromii	HIT 304
Clostridium cluster IV	Ruminococcus bromii et rel.	Ruminococcus bromii	Ruminococcus bromii	HIT 4010
Clostridium cluster IV	Ruminococcus bromii et rel.	Ruminococcus bromii	Ruminococcus bromii	HIT 5496
Clostridium cluster IV	Ruminococcus bromii et rel.	Ruminococcus bromii	Ruminococcus bromii	HIT 5502
Clostridium cluster IV	Ruminococcus bromii et rel.	Ruminococcus bromii	Ruminococcus sp. CO47	HIT 2665
Clostridium cluster IV	Ruminococcus bromii et rel.	Ruminococcus bromii	Ruminococcus sp. CO47	HIT 2666
Clostridium cluster IV	Ruminococcus bromii et rel.	Ruminococcus bromii	Ruminococcus sp. CO47	HIT 2667
Clostridium cluster IV	Ruminococcus bromii et rel.	Ruminococcus bromii	Ruminococcus sp. CO47	HIT 4010
Clostridium cluster IV	Ruminococcus bromii et rel.	Ruminococcus bromii	uncultured bacterium cadhufec014h7	HIT 1990
Clostridium cluster IV	Ruminococcus bromii et rel.	Ruminococcus bromii	uncultured bacterium cadhufec014h7	HIT 1992
Clostridium cluster IV	Ruminococcus bromii et rel.	Ruminococcus bromii	uncultured bacterium cadhufec014h7	HIT 2665
Clostridium cluster IV	Ruminococcus bromii et rel.	Ruminococcus bromii	uncultured bacterium cadhufec014h7	HIT 2666
Clostridium cluster IV	Ruminococcus bromii et rel.	Ruminococcus bromii	uncultured bacterium cadhufec014h7	HIT 2667
Clostridium cluster IV	Ruminococcus bromii et rel.	Ruminococcus bromii	uncultured bacterium cadhufec014h7	HIT 304
Clostridium cluster IV	Ruminococcus bromii et rel.	Ruminococcus bromii	uncultured bacterium cadhufec014h7	HIT 4010
Clostridium cluster IV	Ruminococcus bromii et rel.	Ruminococcus bromii	uncultured bacterium cadhufec014h7	HIT 5496
Clostridium cluster IV	Ruminococcus bromii et rel.	Ruminococcus bromii	uncultured bacterium cadhufec014h7	HIT 5502
Clostridium cluster IV	Ruminococcus bromii et rel.	Ruminococcus bromii	uncultured bacterium cadhufec17g06	HIT 1990
Clostridium cluster IV	Ruminococcus bromii et rel.	Ruminococcus bromii	uncultured bacterium cadhufec17g06	HIT 1992
Clostridium cluster IV	Ruminococcus bromii et rel.	Ruminococcus bromii	uncultured bacterium cadhufec17g06	HIT 304
Clostridium cluster IV	Ruminococcus bromii et rel.	Ruminococcus bromii	uncultured bacterium cadhufec17g06	HIT 5496
Clostridium cluster IV	Ruminococcus bromii et rel.	Ruminococcus bromii	uncultured bacterium cadhufec17g06	HIT 5502
Clostridium cluster IV	Ruminococcus bromii et rel.	Ruminococcus bromii	Uncultured bacterium clone Eldhufec304	HIT 1990
Clostridium cluster IV	Ruminococcus bromii et rel.	Ruminococcus bromii	Uncultured bacterium clone Eldhufec304	HIT 1992
Clostridium cluster IV	Ruminococcus bromii et rel.	Ruminococcus bromii	Uncultured bacterium clone Eldhufec304	HIT 304
Clostridium cluster IV	Ruminococcus bromii et rel.	Ruminococcus bromii	Uncultured bacterium clone Eldhufec304	HIT 5496
Clostridium cluster IV	Ruminococcus bromii et rel.	Ruminococcus bromii	Uncultured bacterium clone Eldhufec304	HIT 5502
Clostridium cluster IV	Ruminococcus bromii et rel.	Ruminococcus bromii	uncultured bacterium D272	HIT 1990
Clostridium cluster IV	Ruminococcus bromii et rel.	Ruminococcus bromii	uncultured bacterium D272	HIT 1992
Clostridium cluster IV	Ruminococcus bromii et rel.	Ruminococcus bromii	uncultured bacterium D272	HIT 2665
Clostridium cluster IV	Ruminococcus bromii et rel.	Ruminococcus bromii	uncultured bacterium D272	HIT 2666
Clostridium cluster IV	Ruminococcus bromii et rel.	Ruminococcus bromii	uncultured bacterium D272	HIT 2667
Clostridium cluster IV	Ruminococcus bromii et rel.	Ruminococcus bromii	uncultured bacterium D272	HIT 304
Clostridium cluster IV	Ruminococcus bromii et rel.	Ruminococcus bromii	uncultured bacterium D272	HIT 4010
Clostridium cluster IV	Ruminococcus bromii et rel.	Ruminococcus bromii	uncultured bacterium D272	HIT 5496
Clostridium cluster IV	Ruminococcus bromii et rel.	Ruminococcus bromii	uncultured bacterium D272	HIT 5502
Clostridium cluster IV	Ruminococcus bromii et rel.	Ruminococcus bromii	uncultured Ruminococcus sp. NO25	HIT 2665
Clostridium cluster IV	Ruminococcus bromii et rel.	Ruminococcus bromii	uncultured Ruminococcus sp. NO25	HIT 2666
Clostridium cluster IV	Ruminococcus bromii et rel.	Ruminococcus bromii	uncultured Ruminococcus sp. NO25	HIT 2667
Clostridium cluster IV	Ruminococcus bromii et rel.	Ruminococcus bromii	uncultured Ruminococcus sp. NO25	HIT 4010
Clostridium cluster IV	Ruminococcus bromii et rel.	Uncultured bacterium clone Eldhufec225	Uncultured bacterium clone Eldhufec225	HIT 2256
Clostridium cluster IV	Ruminococcus bromii et rel.	Uncultured bacterium clone Eldhufec225	Uncultured bacterium clone Eldhufec225	HIT 2712
Clostridium cluster IV	Ruminococcus bromii et rel.	Uncultured bacterium clone Eldhufec225	Uncultured bacterium clone Eldhufec225	HIT 5418
Clostridium cluster IV	Ruminococcus bromii et rel.	Uncultured bacterium clone Eldhufec225	Uncultured bacterium clone Eldhufec225	HIT 6894
Clostridium cluster IV	Ruminococcus bromii et rel.	Uncultured bacterium clone Eldhufec291	Uncultured bacterium clone Eldhufec291	HIT 2254
Clostridium cluster IV	Ruminococcus bromii et rel.	Uncultured bacterium clone Eldhufec291	Uncultured bacterium clone Eldhufec291	HIT 2256
Clostridium cluster IV	Ruminococcus bromii et rel.	Uncultured bacterium clone Eldhufec291	Uncultured bacterium clone Eldhufec291	HIT 2712
Clostridium cluster IV	Ruminococcus bromii et rel.	Uncultured bacterium clone Eldhufec291	Uncultured bacterium clone Eldhufec291	HIT 5418
Clostridium cluster IV	Ruminococcus bromii et rel.	Uncultured bacterium clone Eldhufec291	Uncultured bacterium clone Eldhufec291	HIT 6894
Clostridium cluster IV	Ruminococcus bromii et rel.	uncultured bacterium HuCB2	uncultured bacterium HuCB2	HIT 1750
Clostridium cluster IV	Ruminococcus bromii et rel.	uncultured bacterium HuCB2	uncultured bacterium HuCB2	HIT 2833
Clostridium cluster IV	Ruminococcus bromii et rel.	uncultured bacterium HuCB2	uncultured bacterium HuCB2	HIT 2834
Clostridium cluster IV	Ruminococcus bromii et rel.	uncultured bacterium HuCB2	uncultured bacterium HuCB2	HIT 2835
Clostridium cluster IV	Ruminococcus bromii et rel.	uncultured bacterium HuCB2	uncultured bacterium HuCB2	HIT 2838
Clostridium cluster IV	Ruminococcus bromii et rel.	uncultured bacterium HuCB2	Uncultured bacterium UC7-42	HIT 1750
Clostridium cluster IV	Ruminococcus bromii et rel.	uncultured bacterium HuCB2	Uncultured bacterium UC7-42	HIT 2666
Clostridium cluster IV	Ruminococcus bromii et rel.	uncultured bacterium HuCB2	Uncultured bacterium UC7-42	HIT 2833
Clostridium cluster IV	Ruminococcus bromii et rel.	uncultured bacterium HuCB2	Uncultured bacterium UC7-42	HIT 2838
Clostridium cluster IV	Ruminococcus bromii et rel.	uncultured bacterium HuCB2	Uncultured bacterium UC7-42	HIT 4010
Clostridium cluster IV	Ruminococcus bromii et rel.	uncultured bacterium HuCB2	Uncultured bacterium UC7-42	HIT 4011
Clostridium cluster IV	Ruminococcus callidus et rel.	bacterium adhufec58	bacterium adhufec58	HIT 2251
Clostridium cluster IV	Ruminococcus callidus et rel.	bacterium adhufec58	bacterium adhufec58	HIT 2253
Clostridium cluster IV	Ruminococcus callidus et rel.	bacterium adhufec58	bacterium adhufec58	HIT 2254
Clostridium cluster IV	Ruminococcus callidus et rel.	bacterium adhufec58	bacterium adhufec58	HIT 2255
Clostridium cluster IV	Ruminococcus callidus et rel.	bacterium adhufec58	bacterium adhufec58	HIT 2256
Clostridium cluster IV	Ruminococcus callidus et rel.	bacterium adhufec58	bacterium adhufec58	HIT 3930
Clostridium cluster IV	Ruminococcus callidus et rel.	bacterium adhufec58	bacterium adhufec58	HIT 5451
Clostridium cluster IV	Ruminococcus callidus et rel.	bacterium adhufec58	bacterium adhufec58	HIT 5453
Clostridium cluster IV	Ruminococcus callidus et rel.	bacterium adhufec58	bacterium adhufec58	HIT 5454
Clostridium cluster IV	Ruminococcus callidus et rel.	Clostridium methylpentosum	Clostridium methylpentosum	HIT 1990
Clostridium cluster IV	Ruminococcus callidus et rel.	Clostridium methylpentosum	Clostridium methylpentosum	HIT 1992
Clostridium cluster IV	Ruminococcus callidus et rel.	Clostridium methylpentosum	Clostridium methylpentosum	HIT 304
Clostridium cluster IV	Ruminococcus callidus et rel.	Clostridium methylpentosum	Clostridium methylpentosum	HIT 409
Clostridium cluster IV	Ruminococcus callidus et rel.	Clostridium methylpentosum	Clostridium methylpentosum	HIT 410
Clostridium cluster IV	Ruminococcus callidus et rel.	Clostridium methylpentosum	Clostridium methylpentosum	HIT 411
Clostridium cluster IV	Ruminococcus callidus et rel.	Clostridium methylpentosum	Clostridium methylpentosum	HIT 5496
Clostridium cluster IV	Ruminococcus callidus et rel.	Clostridium methylpentosum	Clostridium methylpentosum	HIT 5502
Clostridium cluster IV	Ruminococcus callidus et rel.	Ruminococcus albus	Ruminococcus albus	HIT 514
Clostridium cluster IV	Ruminococcus callidus et rel.	Ruminococcus albus	Ruminococcus albus	HIT 515
Clostridium cluster IV	Ruminococcus callidus et rel.	Ruminococcus albus	Ruminococcus albus	HIT 516
Clostridium cluster IV	Ruminococcus callidus et rel.	Ruminococcus callidus	Ruminococcus callidus	HIT 2256
Clostridium cluster IV	Ruminococcus callidus et rel.	Ruminococcus callidus	Ruminococcus callidus	HIT 3930
Clostridium cluster IV	Ruminococcus callidus et rel.	Ruminococcus callidus	Ruminococcus callidus	HIT 505
Clostridium cluster IV	Ruminococcus callidus et rel.	Ruminococcus callidus	Ruminococcus callidus	HIT 506
Clostridium cluster IV	Ruminococcus callidus et rel.	Ruminococcus callidus	Ruminococcus callidus	HIT 507
Clostridium cluster IV	Ruminococcus callidus et rel.	Ruminococcus callidus	Ruminococcus callidus	HIT 508
Clostridium cluster IV	Ruminococcus callidus et rel.	Ruminococcus callidus	Ruminococcus callidus	HIT 509
Clostridium cluster IV	Ruminococcus callidus et rel.	Ruminococcus callidus	Ruminococcus callidus	HIT 5454
Clostridium cluster IV	Ruminococcus callidus et rel.	Ruminococcus callidus	Uncultured bacterium clone Eldhufec293	HIT 2256
Clostridium cluster IV	Ruminococcus callidus et rel.	Ruminococcus callidus	Uncultured bacterium clone Eldhufec293	HIT 3930
Clostridium cluster IV	Ruminococcus callidus et rel.	Ruminococcus callidus	Uncultured bacterium clone Eldhufec293	HIT 508
Clostridium cluster IV	Ruminococcus callidus et rel.	Ruminococcus callidus	Uncultured bacterium clone Eldhufec293	HIT 509
Clostridium cluster IV	Ruminococcus callidus et rel.	Ruminococcus callidus	Uncultured bacterium clone Eldhufec293	HIT 5454
Clostridium cluster IV	Ruminococcus callidus et rel.	Ruminococcus callidus	uncultured bacterium LN26	HIT 2256
Clostridium cluster IV	Ruminococcus callidus et rel.	Ruminococcus callidus	uncultured bacterium LN26	HIT 3930
Clostridium cluster IV	Ruminococcus callidus et rel.	Ruminococcus callidus	uncultured bacterium LN26	HIT 508
Clostridium cluster IV	Ruminococcus callidus et rel.	Ruminococcus callidus	uncultured bacterium LN26	HIT 509
Clostridium cluster IV	Ruminococcus callidus et rel.	Ruminococcus callidus	uncultured bacterium LN26	HIT 5454
Clostridium cluster IV	Ruminococcus callidus et rel.	Ruminococcus flavefaciens	Ruminococcus flavefaciens	HIT 1926
Clostridium cluster IV	Ruminococcus callidus et rel.	Ruminococcus flavefaciens	Ruminococcus flavefaciens	HIT 5448
Clostridium cluster IV	Ruminococcus callidus et rel.	Uncultured bacterium clone Eldhufec284	Uncultured bacterium clone Eldhufec284	HIT 1937
Clostridium cluster IV	Ruminococcus callidus et rel.	Uncultured bacterium clone Eldhufec284	Uncultured bacterium clone Eldhufec284	HIT 1938
Clostridium cluster IV	Ruminococcus callidus et rel.	Uncultured bacterium clone Eldhufec284	Uncultured bacterium clone Eldhufec284	HIT 2482
Clostridium cluster IV	Ruminococcus callidus et rel.	Uncultured bacterium clone Eldhufec284	Uncultured bacterium clone Eldhufec284	HIT 2484
Clostridium cluster IV	Ruminococcus callidus et rel.	Uncultured bacterium clone Eldhufec284	Uncultured bacterium clone Eldhufec284	HIT 5561
Clostridium cluster IV	Ruminococcus callidus et rel.	Uncultured bacterium clone Eldhufec284	Uncultured bacterium clone Eldhufec284	HIT 5562
Clostridium cluster IV	Ruminococcus callidus et rel.	Uncultured bacterium clone Eldhufec284	Uncultured bacterium clone Eldhufec284	HIT 5596
Clostridium cluster IV	Ruminococcus callidus et rel.	uncultured bacterium D005	Uncultured bacterium clone Eldhufec263	HIT 5428
Clostridium cluster IV	Ruminococcus callidus et rel.	uncultured bacterium D005	Uncultured bacterium clone Eldhufec263	HIT 5430
Clostridium cluster IV	Ruminococcus callidus et rel.	uncultured bacterium D005	uncultured bacterium D005	HIT 5426
Clostridium cluster IV	Ruminococcus callidus et rel.	uncultured bacterium D005	uncultured bacterium D005	HIT 5427
Clostridium cluster IV	Ruminococcus callidus et rel.	uncultured bacterium D005	uncultured bacterium D005	HIT 5428
Clostridium cluster IV	Ruminococcus callidus et rel.	uncultured bacterium D005	uncultured bacterium D005	HIT 5430
Clostridium cluster IV	Ruminococcus callidus et rel.	uncultured bacterium D739	uncultured bacterium D739	HIT 5431
Clostridium cluster IV	Ruminococcus callidus et rel.	uncultured bacterium D739	uncultured bacterium D739	HIT 5432
Clostridium cluster IV	Ruminococcus callidus et rel.	uncultured bacterium D739	uncultured bacterium D739	HIT 5433
Clostridium cluster IV	Ruminococcus callidus et rel.	uncultured bacterium D739	uncultured bacterium D739	HIT 5434
Clostridium cluster IV	Ruminococcus callidus et rel.	uncultured bacterium D739	uncultured bacterium D739	HIT 5436
Clostridium cluster IV	Ruminococcus callidus et rel.	uncultured bacterium D789	Uncultured bacterium clone Eldhufec266	HIT 1926
Clostridium cluster IV	Ruminococcus callidus et rel.	uncultured bacterium D789	Uncultured bacterium clone Eldhufec266	HIT 532
Clostridium cluster IV	Ruminococcus callidus et rel.	uncultured bacterium D789	Uncultured bacterium clone Eldhufec266	HIT 533
Clostridium cluster IV	Ruminococcus callidus et rel.	uncultured bacterium D789	Uncultured bacterium clone Eldhufec266	HIT 5447
Clostridium cluster IV	Ruminococcus callidus et rel.	uncultured bacterium D789	Uncultured bacterium clone Eldhufec266	HIT 5448
Clostridium cluster IV	Ruminococcus callidus et rel.	uncultured bacterium D789	uncultured bacterium D789	HIT 1926
Clostridium cluster IV	Ruminococcus callidus et rel.	uncultured bacterium D789	uncultured bacterium D789	HIT 2991
Clostridium cluster IV	Ruminococcus callidus et rel.	uncultured bacterium D789	uncultured bacterium D789	HIT 532
Clostridium cluster IV	Ruminococcus callidus et rel.	uncultured bacterium D789	uncultured bacterium D789	HIT 533
